PQ공고 NO.,공고일자,사업명,발주처,입찰구분,기초금액,예정금액,예가,업체명,PQ점수,투찰금액,추정예가,낙찰여부
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,수성+세일,99.49,"581,060,000",100.35,O
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,삼안+혜인,98.12,"579,458,000",99.72,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,유신+로텍+제일,97.98,"585,489,000",100.73,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,건화+한성,97.85,"584,400,000",100.5,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,도화+금성,97.8,"578,870,000",99.54,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,한종+KSM,97.74,"584,600,000",100.52,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,대영+동명,97.66,"586,400,000",100.8,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,세광+경화,97.46,"580,770,000",99.79,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,서영+경남,97.32,"586,600,000",100.75,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,항도+하나,97.09,"584,572,000",100.34,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,한항+창미,96.95,"586,168,000",100.57,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,아라+신화,96.8,"576,608,000",98.9,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,건일+정림,96.6,"593,190,000",101.7,X
R25BK01142770-000,2025-11-10,진촌항 개발사업 기본 및 실시설계용역,경상남도,PQ/PP,"676,320,000","677,212,775",100.13,연항+서화,95.82,"597,854,000",102.29,X
R25BK01151081-000,2025-11-13,성안동 일원 분류식화 하수관로 정비사업 건설사업관리용역,충청북도 청주시,,"4,753,440,000","4,845,264,650",101.93,동명+영진+홍익,97.46,"3,884,900,000",100.13,X
R25BK01151081-001,2025-11-14,성안동 일원 분류식화 하수관로 정비사업 건설사업관리용역,충청북도 청주시,,"4,753,440,000","4,845,264,650",101.93,건화+KG+오성,96.89,"3,966,500,000",101.77,X
R25BK01151081-002,2025-11-15,성안동 일원 분류식화 하수관로 정비사업 건설사업관리용역,충청북도 청주시,,"4,753,440,000","4,845,264,650",101.93,도화+두원+진성,95.48,"3,884,770,000",98.59,X
R25BK01151081-003,2025-11-16,성안동 일원 분류식화 하수관로 정비사업 건설사업관리용역,충청북도 청주시,,"4,753,440,000","4,845,264,650",101.93,제일+HR+장맥,94.84,"4,051,000,000",102.3,O
R25BK01151081-004,2025-11-17,성안동 일원 분류식화 하수관로 정비사업 건설사업관리용역,충청북도 청주시,,"4,753,440,000","4,845,264,650",101.93,삼안+동림+청우건축,93.65,"4,290,000,000",107.36,X
