PQ공고 NO.,공고일자,사업명,발주처,입찰구분,기초금액,예정금액,예가,업체명,PQ점수,투찰금액,추정예가,낙찰여부
R25BK01040346-000,2025-09-03,"2025년 진도군(동헌항), 여수시(송고항) 어촌신활력증진사업 기본계획 및 실시설계용역",한국어촌어항공단,PQ/PP,"1,104,950,000","1,092,430,975",98.87,도화+케이베츠,97.7,"900,280,000",100,O
R25BK01040346-000,2025-09-03,"2026년 진도군(동헌항), 여수시(송고항) 어촌신활력증진사업 기본계획 및 실시설계용역",한국어촌어항공단,PQ/PP,"1,104,950,000","1,092,430,975",98.87,아라+서진,97.11,"901,452,000",99.68,X
R25BK01040346-000,2025-09-03,"2027년 진도군(동헌항), 여수시(송고항) 어촌신활력증진사업 기본계획 및 실시설계용역",한국어촌어항공단,PQ/PP,"1,104,950,000","1,092,430,975",98.87,대영+해광,96.92,"924,000,000",102.01,X
R25BK01040346-000,2025-09-03,"2028년 진도군(동헌항), 여수시(송고항) 어촌신활력증진사업 기본계획 및 실시설계용역",한국어촌어항공단,PQ/PP,"1,104,950,000","1,092,430,975",98.87,서영+유신+MH,94.68,"935,870,000",101.55,X
R25BK01040346-000,2025-09-03,"2029년 진도군(동헌항), 여수시(송고항) 어촌신활력증진사업 기본계획 및 실시설계용역",한국어촌어항공단,PQ/PP,"1,104,950,000","1,092,430,975",98.87,"건화+한기+세광(오션,삼기)",94.4,"938,000,000",101.56,X
R25BK01040346-000,2025-09-03,"2030년 진도군(동헌항), 여수시(송고항) 어촌신활력증진사업 기본계획 및 실시설계용역",한국어촌어항공단,PQ/PP,"1,104,950,000","1,092,430,975",98.87,한항+동아+정우,93.61,"963,963,000",103.75,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,동명+서화+금성,99.53,"2,308,100,000",100.25,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,동부+한성,98.85,"2,308,889,000",99.75,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,삼안+천진,98.83,"2,327,490,000",100.54,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,도화+경화+바셈,98.78,"2,299,790,000",99.3,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,유신+신화,98.78,"2,310,485,000",99.76,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,이산+중방,98.78,"2,303,200,000",99.44,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,KSM+온담,98.76,"2,300,100,000",99.3,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,"건화+KCI+HEC(리안,경상)",98.7,"2,334,000,000",100.71,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,건일+한올,98.7,0,0,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,다산+화신+조화,98.7,"2,294,365,000",99,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,경동+혜인,98.65,"2,328,369,000",100.43,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,수성+극동+서영,98.63,"2,298,000,000",99.11,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,신명,98.63,"2,297,800,000",99.1,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,정+제일+국성,98.63,"2,301,322,000",99.25,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,한종+로텍,98.51,"2,349,400,000",101.22,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,KG+현진,98.44,"2,306,330,000",99.32,X
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,청명+한맥+미래,98.3,"2,370,736,000",101.98,O
R25BK01057150-001,2025-09-12,금성천 재해복구사업 기본 및 실시설계용역,경상남도 합천군,PQ/PP,"2,867,000,000","2,908,714,900",101.46,경호+창미,98.22,"2,700,000,000",116.07,X
