PQ공고 NO.,공고일자,사업명,발주처,입찰구분,기초금액,예정금액,예가,업체명,PQ점수,투찰금액,추정예가,낙찰여부
20200701164 - 00,20200701,2025년 거제 도시관리계획(재정비) 수립 용역,경상남도 거제시,PQ,1428000000,1426936200,99.9255042,동명+이솔+범한+금성,98.76,1134400000,100.8183,Y
20200701164 - 00,20200701,2025년 거제 도시관리계획(재정비) 수립 용역,경상남도 거제시,PQ,1428000000,1426936200,99.9255042,한종+경화,97.91,1127400000,99.5142,N
20200701164 - 00,20200701,2025년 거제 도시관리계획(재정비) 수립 용역,경상남도 거제시,PQ,1428000000,1426936200,99.9255042,도화+한성,97.75,1126800000,99.336,N
20200701164 - 00,20200701,2025년 거제 도시관리계획(재정비) 수립 용역,경상남도 거제시,PQ,1428000000,1426936200,99.9255042,삼안+천진+한맥,97.67,1156980000,101.9196,N
20200701164 - 00,20200701,2025년 거제 도시관리계획(재정비) 수립 용역,경상남도 거제시,PQ,1428000000,1426936200,99.9255042,KG+수성,97.62,1132440000,99.7202,N
20200701164 - 00,20200701,2025년 거제 도시관리계획(재정비) 수립 용역,경상남도 거제시,PQ,1428000000,1426936200,99.9255042,경호+하우+한도,97.5,1124120000,98.9005,N
20200701164 - 00,20200701,2025년 거제 도시관리계획(재정비) 수립 용역,경상남도 거제시,PQ,1428000000,1426936200,99.9255042,화신+신화,93.94,1190580000,101.8308,N
20200701164 - 00,20200701,2025년 거제 도시관리계획(재정비) 수립 용역,경상남도 거제시,PQ,1428000000,1426936200,99.9255042,건화+한올,93.25,1338000000,113.828,N
20200710097 - 00,20200709,다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역,경기주택도시공사,PQ,988031000,983453975,99.5367529,경동+신성+동성,100,847590000,100.3401,N
20200710097 - 00,20200709,다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역,경기주택도시공사,PQ,988031000,983453975,99.5367529,건화+유신,99.85,844180000,99.8897,Y
20200710097 - 00,20200709,다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역,경기주택도시공사,PQ,988031000,983453975,99.5367529,서영+동명,99.28,853070000,100.8002,N
20200710097 - 00,20200709,다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역,경기주택도시공사,PQ,988031000,983453975,99.5367529,수성+선진+천일,98.55,855250000,100.8694,N
20200710097 - 00,20200709,다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역,경기주택도시공사,PQ,988031000,983453975,99.5367529,동부+한종,98.5,839916000,99.0493,N
20200710097 - 00,20200709,다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역,경기주택도시공사,PQ,988031000,983453975,99.5367529,KG+도화+한맥,98.45,841560000,99.2201,N
20200710097 - 00,20200709,다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역,경기주택도시공사,PQ,988031000,983453975,99.5367529,제일+이산,96.55,860749000,101.0001,N
20200710097 - 00,20200709,다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역,경기주택도시공사,PQ,988031000,983453975,99.5367529,경호+삼안,96.35,885000000,103.7855,N
2020-00697,20200701,서울외곽선 고덕강일지구 방음시설 설치공사 실시설계용역,한국도로공사,PQ,1055000000,1041348300,98.706,대콘+동부,100,849099000,99.9855,N
2020-00697,20200701,서울외곽선 고덕강일지구 방음시설 설치공사 실시설계용역,한국도로공사,PQ,1055000000,1041348300,98.706,한종+KCI,100,848320000,99.8938,N
2020-00697,20200701,서울외곽선 고덕강일지구 방음시설 설치공사 실시설계용역,한국도로공사,PQ,1055000000,1041348300,98.706,홍익+천일+하이콘,100,847100000,99.7501,N
2020-00697,20200701,서울외곽선 고덕강일지구 방음시설 설치공사 실시설계용역,한국도로공사,PQ,1055000000,1041348300,98.706,다산+경원,99.9,844017000,99.35,N
2020-00697,20200701,서울외곽선 고덕강일지구 방음시설 설치공사 실시설계용역,한국도로공사,PQ,1055000000,1041348300,98.706,도화+용마,99.88,849550000,100.0013,N
2020-00697,20200701,서울외곽선 고덕강일지구 방음시설 설치공사 실시설계용역,한국도로공사,PQ,1055000000,1041348300,98.706,한맥+동해,99.86,854370000,100.5562,N
